timestamp,username,user_url,post_url,caption,like_count,comment_count,latitude,longitude,is_anti_india,threat_score,justification
1660707362,tajamal_khattak001,https://www.instagram.com/tajamal_khattak001/,https://www.instagram.com/p/ChWH97HKdw2/,Gazwa e hind,43,2,,,True,75,"The phrase 'Gazwa e Hind' is a reference to a prophesied Islamic war against India, signifying a violent and hostile intent towards India and its people. Therefore, the text promotes anti-India sentiment."
1747243497,madinatulilmislamiccollege,https://www.instagram.com/madinatulilmislamiccollege/,https://www.instagram.com/p/DJpGu_bs_OQ/,"غزوہ ہند کے شہداء افضل الشہداء ہیں۔ 
اللہ قبول فرمائے۔آمین
بنیان مرصوص | ۱۰ مئی ۲۰۲۵

#shuhada #gazwaehind #bunyanmarsoos",13,0,,,True,85,"The text explicitly uses the term 'Ghazwa-e-Hind,' which refers to a prophesied Islamic conquest of India, glorifying those who participate in it as martyrs. This promotes violence against India and its people, thus exhibiting anti-India sentiment. The hashtag further reinforces this intent."
1576035142,al__huda__,https://www.instagram.com/al__huda__/,https://www.instagram.com/p/B56stneFwxG/,"This is what actually CAB bill says about Indian Muslims .. please pray a lot for all the Muslim Ummah (especially in Tahajjud)& give sadaqah .. May Allaah T'aala grant us strong Imaan, guide us and our generations for GAZWA-E-HIND and protect us from Kuffar Aameen..it's time to wake up Muslims...",271,11,,,True,75,"The text explicitly calls for 'GAZWA-E-HIND', which is a term used to describe an Islamic prophecy of a final battle in India, often interpreted as a call to violence and conquest. This indicates direct hostility and incitement to violence against India and its people."
1620576405,awakening_sanatanis,https://www.instagram.com/awakening_sanatanis/,https://www.instagram.com/p/COqIbc5Hj7w/,"This is with regard to one of my *so-called* friends who resides in Bhiwandi (a locality near my city/town). 
Name is FARHAN MIRZA
For this man, ""apparent"" oppression on Palestinians is an *ACT OF TERRORISM* but the GENUINE OPPRESSION on Uyghur Muslims is *worth ignoring*. 
That's typical #Abdul behavior. 
Now... if he possessed ONLY THIS behavior it would have been still manageable, but this man has JIHADI MINDSET (mind you he's just 21 and an engineer). 
Check further images, you'll find he has got the feeling that ""Kashmir ko justice nahi mila..."" 
He has got issues with #RSS par #hizbulmujahideen and #lashkar are FREEDOM GROUPS according to him. . .
He never addresses Kashmir as it is, instead he addresses it as ""Indian Occupied Kashmir"". Bravo! 😠
Ab agar inko Pakistan ke चोदे nahi bolenge to aur kya bolenge?
Further he has #GazwaEHind in his mind as well. He is ""happy"" that people are CONVERTING to Islam!
Bullcrap!!! 
Check further images to know his JIHADI thinking. . .
What should be done with these cucks?
Comment down!
•
•
•
Also, if you want the complete chat I'd suggest you to check the link in Bio. I have taken the complete chat's screenshot... Also you'll find the post link over there. . .
#JaiHind
#BeUnitedHindus
#awakening_sanatanis
•
PS : suggest me ways on how can we nab this man for sedition!? 😤
Can't tag him over here, so if anyone wants to report this ID kindly DM me, I'll share the profile with you. . .",17,12,52.2704979,104.28843493,True,75,"The text explicitly expresses hostility toward India's sovereignty by stating Kashmir is ""Indian Occupied Kashmir"" and supports groups like Hizbul Mujahideen and Lashkar-e-Taiba, which are designated terrorist organizations. The user also expresses interest in reporting the individual for sedition and references the violent concept of ""Gazwa-e-Hind."""
1639997848,kaalbhairav_sena_sanatan,https://www.instagram.com/kaalbhairav_sena_sanatan/,https://www.instagram.com/p/CXs75Fkv1OK/,"Delhi dange hinfuo ki mitaane kr liye the #Hindu #gazwaehind 
#sanatan
#Hinfurashtra",21,1,,,True,85,The text uses coded language and hashtags to express support for violence against a specific religious group in India. The reference to 'Delhi dange' (Delhi riots) and hashtags like '#gazwaehind' (referencing a concept of Islamic conquest) and '#Hinfurashtra' (suggesting a Hindu state through violence) indicates incitement to violence and hostility towards India's sovereignty by promoting religious conflict.
1567238670,muhammad.bilawal.758,https://www.instagram.com/muhammad.bilawal.758/,https://www.instagram.com/p/B10ixi2gmYU/,#KashmirBanygaPakistan #indiajaakashmirsaynikaljaa We Pakistani stand with Kashmir and we will take it coz now it’s been a while that india  and indians are killing innocent kashmiris just to satisfy their Egos and the India Chai Wala the idiot illiterate and extremist killing Muslims in india to make their people or make cowards happy but he don’t know that this was the last time Our unfortunate neighbors prepare yourself to lose everything which you looted #Endofindia #indiaiscoward modi is coward #GazwaeHind Soon !,13,13,,,True,95,"The text explicitly supports hostility against India's sovereignty and incites violence against India and its people, specifically mentioning the taking of Kashmir by Pakistan. It also promotes the concept of 'Gazwa-e-Hind' which is a religiously motivated war against India, and directly calls for the end of India, indicating a high level of threat."
1744619223,faisalkhan_072_,https://www.instagram.com/faisalkhan_072_/,https://www.instagram.com/p/DIa5VDHRU7o/,"Tum is Qom se galat Ulajh bethe
Tumhara mukabla esi Qom se he jinko maut utni hi aziz he jitni ki tumhe zindagi

..

#islam #gazwaehind #muslimah #bihar #india",242,14,24.9445019,84.0177756,True,80,"The text, along with the hashtag #gazwaehind, indicates support for a violent conflict against India. The phrase implies a willingness to die for their cause, escalating the threat level."
1746841285,photogenic.alina,https://www.instagram.com/photogenic.alina/,https://www.instagram.com/p/DJdHk4wiOUN/,"“Nasruminallah wa fathun qareeb” (نَصْرٌ مِّنَ اللَّهِ وَفَتْحٌ قَرِيبٌ) translates to “Help from Allah and a near victory”. 
#remember #theworld #indiagram #pakistan🇵🇰 #war2025 #gazwaehind #pakhind",25,1,,,True,75,"The hashtags #gazwaehind and #pakhind indicate support for a religiously motivated war against India. The phrase ""Help from Allah and a near victory"" suggests an expectation of victory in this conflict, which is a direct threat to India's sovereignty."
1560263157,urs_naama,https://www.instagram.com/urs_naama/,https://www.instagram.com/p/BykqCbapCSV/,". *Gazwa e Hind*
. *Jung e Badr e vilayat*
. *Insahallah Aata udd jayega*
. *Aur Namak reh jayega*
. 🌹🌹🌹
.
Tarikh 9 Shawwal al mukarram itwar ke roz ainal mulk ne Miyan kazi shah taj husaini ke zariye Hazrat Siddiq e vilayat raz. ko ek tehrir paygam bheja ke aap khambel aur sudrasan hi nahi balke saltanat Gujarat chhod ker kisi aur mulk me chale jaye warna shahi fouj sar per khadi ho jayegi aur tumlog nahaq mare jawoge, .

Nez Miyan raz. ko kazishah taj ki zabani ye bhi malum hua ke shahi fouj ke mukable me fukra e hizbullah *aate me namak ke bhi nahi* to Bandagi Miyan raz. ne farmaya *insahallah aata udd jayega aur namak reh jayega* iske bawajud Bandagi Miyan raz. ne basarat MEHDI AHS. ke bal per ainal mulk ko jawab paygam bheja, jawab jawahir se loh dil per likhne ke kabil hai.
. *Insahallah aisi sikast fa'as dunga ke bhagte ban nahi pade, balke pahele roz mut'thi bhar fakiro se tamaam fouj bhag jaye to jan lo ke MEHDI E MAUOD AHS. sacche hai, ye laskar to kya ager sultan mujaffar bhi chhad aaye to sikast kha ker farar ho jaye, phir farmaya ek mujaffar to kya ager 7 mujaffar bhi mil ker bhi hamla awer ho tab bhi bajz gurez ke kuch chara na dekhenge, balke masrik se magrib tak tamaam jahan mukabil per tul aaye to bhi KHUDA ke hukm aur MEHDI E MAUOD AHS. ke sadqe se pehle roz bhaga dunga aur insahallah dusri jung me naam MEHDI AHS. per fisabilillah apna sar qurban ker ke hasab bisarat HAZRAT MEHDI E MAUOD AHS. 3 ja'a dafan kiya jaunga.*
. 📚kitab : Encyclopedia of Deen.
.
🖋Moulif : Hazrat Peer O Murshid Syed Miranji Abid Khundmiri Saheb Qibla.",58,1,,,True,75,"The text explicitly uses phrases like '*Gazwa e Hind*' (War of India), which is a militant Islamic concept. It also expresses a desire for the destruction of a group, using the metaphor '*insahallah aata udd jayega aur namak reh jayega*' (God willing, the flour will fly away and only salt will remain), which symbolizes the annihilation of the targeted group. The text further describes a future war and expresses the intention to die in battle. All of this creates a clear indication of supporting hostility and potential violence against India and its people."
1708612416,ankit__vhp,https://www.instagram.com/ankit__vhp/,https://www.instagram.com/p/C3pzy7ORk1N/,"दारुल उलूम देवबंद ने जारी किया फतवा ... जवा ए हिंद जायज , मरने वाले शहीद #hindusamrajya  #darululoomdeoband #gazwaehind",46,4,,,True,75,"The text references 'Ghazwa-e-Hind' (War of India), which is a concept used by some extremist groups to justify violence against India. The use of 'jawa e hind jayaz' (war against India is permissible) and the reference to martyrdom, along with hashtags like #hindusamrajya, indicates support for violent acts and hostility against India's sovereignty."
1745472950,arifhussaintm,https://www.instagram.com/arifhussaintm/,https://www.instagram.com/p/DI0VrqQhBfk/,"ഈ തീവ്രവാദത്തിന് മതം ഉണ്ട്. 

Gazwa-e-Hind

The conquest of India. 

#pahalgam #PahalgamTerroristAttack",358,31,,,True,90,"The text explicitly references 'Gazwa-e-Hind', a concept promoting the conquest of India through violence, and connects it to a recent terrorist attack. This directly incites hostility and supports violence against India and its people."
1620762348,sanatansanskreeeti,https://www.instagram.com/sanatansanskreeeti/,https://www.instagram.com/p/COvrFrUB_25/,Gazwa e hind,16,0,,,True,75,"The phrase 'Gazwa e Hind' is a term associated with a predicted Islamic conquest of India, and as such, inherently promotes violence and hostility against India and its people."
1540224327,pak_army_lover_no.1_,https://www.instagram.com/pak_army_lover_no.1_/,https://www.instagram.com/p/BpPdAQIhDcr/,"#Alhamdulillah 
india ko samajhna ho ga k ab b agr wo baaz na aya to aik din yeah khbr duniya main phailay gi k Pakistan nay hindustan ko shikst daitay huway india k lal kilay pr Pakistani Jhanda lehra diya... #inShaaAllah
Or wo din door nahi 
#GazwaeHind 
Pak Fauj ka saath dain.. Pakistan ka saath dain... Pak Fauj Zindahbaad 🇵🇰 Pakistan Paindahbaad 🇵🇰",51,6,,,True,85,"The text explicitly expresses support for 'Gazwa-e-Hind,' a religiously motivated war against India, and expresses the desire to see the Pakistani flag raised over the Red Fort. This constitutes direct hostility towards India's sovereignty and incites violence."
1746874296,pakart.official,https://www.instagram.com/pakart.official/,https://www.instagram.com/p/DJeGihQMVzd/,"Hazrat Sawban (RA) se riwayat hai ke Rasool Allah ﷺ ne farmaya:
""Meri ummat mein do lashkar honge jinhein Allah Ta'ala dozakh se bacha lega: ek woh jo Hind par chadhai karega (Ghazwa-e-Hind), aur doosra woh jo Isa Ibn-e-Maryam AS ke saath hoga.""
.
.
#alhumdullilah❤️
Hum ne jawab ke liye waqt bhi wahi muntakhib kiya jis waqt is kaainaat ke sabse azeem sipah salar, Janab Muhammad Rasool Allah صلى الله عليه وسلم dushmanon par hamla aawar hua karte thay.

Anas bin Malik bayaan karte hain:
كَانَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يُغِيرُ إِذَا طَلَعَ الْفَجْرُ
Rasool Allah صلى الله عليه وسلم dushman par tulu‘-e-fajr ke waqt hamla aawar hua karte thay.
(Sahih Muslim 382)

Pakistan woh wahid mulk hai jo
""""""La ilaha illallah'""""""
 ke naam par wujood mein aaya.
Hum sab Ghazwa-e-Hind ke liye paida huay hain, aur jald hi deen-e-Islam ki sarbulandi poori duniya mein nazar aayegi.
In sha Allah, aik din poora Hind Pakistan ka hissa banega aur Haq ki roshni se roshan hoga..
.
.
#pakistanarmy #opration #Almarsoos #rafale #jf17 #jf17thunder✈️ #operationsindoor #pakistanzindabad #pakistanindiawar #gazwaehind #fatah #pakistan #pakart #artist #artlife #artvideo #artsy #artprocess",1135,23,24.86,67.01,True,85,"The text explicitly references 'Ghazwa-e-Hind' (War of India), a concept associated with military conflict. It expresses a desire for India to become part of Pakistan and promotes the spread of Islam, which directly indicates hostility towards India's sovereignty and territorial integrity. The hashtags further solidify this aggressive stance, with mentions of 'pakistanindiawar' and a call for the expansion of Pakistan into India."
1556338870,1independentpak,https://www.instagram.com/1independentpak/,https://www.instagram.com/p/BwvtDhencWW/,"#PakistanArmy
#pakistan
#lahore #instagood #karachi #islamabad  #dawndotcom #instadaily #etribune  #beautiful  #punjab  #picturepakistan #followme #ig_pakistan #urdu
#gazwa-e-hind
#khilafah
#khilafah4pakistan 
#pakArmy
#PakArmyLiberateKashmir 
#KashmirBaneGaPakistan 
#kashmir 
#ramadan 
#ramadan2019 
#moonsighting 
#muslim 
#ummah 
#quran 
#islam",19,0,,,True,60,The hashtags #PakArmyLiberateKashmir and #KashmirBaneGaPakistan directly express support for a separatist movement and territorial claims against India. The use of #gazwa-e-hind implies a violent conflict aimed at India.
1595766362,significant_files,https://www.instagram.com/significant_files/,https://www.instagram.com/p/CDGvBxzhRnx/,"#zaidhamid Twitter update
#pakistan
#endia
#gazwaehind
#kashmir
#jammukashmir",28,23,,,True,75,The hashtags '#gazwaehind' (a term associated with a religiously motivated war against India) and mentions of '#kashmir' and '#jammukashmir' in a context that implies support for conflict or separatism suggest anti-India sentiment. The use of '#endia' which is a misspelling of '#India' may suggest intent to create hostile sentiment against India.
1571547395,1independentpak,https://www.instagram.com/1independentpak/,https://www.instagram.com/p/B309A4lnEW6/,"#EstablishKhilafahLiberateKashmir

#PakistanArmy
#pakistan
#lahore #karachi #islamabad  #dawndotcom #instadaily #etribune  #punjab  #ig_pakistan #urdu
#gazwa-e-hind
#khilafah
#khilafah4pakistan 
#pakArmy
#kashmir 
#muslim 
#ummah 
#quran 
#islam
#pti
#ImranKhan
#Kashmir
#KashmirBaneGaPakistan
#PakArmyLiberateKashmir",16,0,,,True,75,"The hashtags '#KashmirBaneGaPakistan', '#PakArmyLiberateKashmir', and the overall context, including hashtags related to the establishment of a 'Khilafah' and 'Gazwa-e-Hind' (which often implies a violent conquest), explicitly support separatist movements and/or direct hostility against India's sovereignty and its people in the context of Kashmir."
1582744519,anindiannun,https://www.instagram.com/anindiannun/,https://www.instagram.com/p/B9Cp1XKnLne/,"✌punish every anti india.. Terrorist, traitors✌sirf 4 goli ni mere hisab se uski mob lynching hi kara do....✌namak haram or makkar ki koi jarurt nahi h is desh ko ✌✌ #islamterrorist #terror #traitor #india #islamophobia #hinduphobia #islamicjihad #gazwaehind",14,1,,,True,85,"The text explicitly calls for punishment of those deemed 'anti-India' including terrorists and traitors, and suggests mob lynching. This constitutes a direct incitement to violence and hostility against individuals and groups within India, promoting a climate of fear and potentially inciting real-world violence. The use of hashtags promoting inflammatory ideologies also contribute to the elevated threat level."
1571547462,1independentpak,https://www.instagram.com/1independentpak/,https://www.instagram.com/p/B309JKln51l/,"#EstablishKhilafahLiberateKashmir

#PakistanArmy
#pakistan
#lahore #karachi #islamabad  #dawndotcom #instadaily #etribune  #punjab  #ig_pakistan #urdu
#gazwa-e-hind
#khilafah
#khilafah4pakistan 
#pakArmy
#kashmir 
#muslim 
#ummah 
#quran 
#islam
#pti
#ImranKhan
#Kashmir
#KashmirBaneGaPakistan
#PakArmyLiberateKashmir",15,0,,,True,75,"The hashtags '#KashmirBaneGaPakistan', '#PakArmyLiberateKashmir' and references to 'Khilafah' (Islamic caliphate) along with calls for liberating Kashmir indicate support for separatist movements and potentially violent actions against India's territorial integrity. The use of '#gazwa-e-hind' (a prophesied Islamic battle) further escalates the threat level."
1603699085,prince_jain_3896,https://www.instagram.com/prince_jain_3896/,https://www.instagram.com/p/CGzJanagVKo/,"On 23 Sept 2020, a video of Abid Ah War was released which announced his joining of the terrorist ranks of proscribed terror tanzeem Al Badr . In the video it is seen that the terrorist(20 years old) is urging Islamists to do Gazwa E Hind ( Attack India and convert everyone to Islam) .

#indianarmy #indiannavy #indianairforce #Kashmir #kashmir #terrorism #pakistan #india #share #jammu

#jammuandkashmir #antinational #islam #radicalislamicterrorism #gazwaehind #islam #muslim #muslimah #jaihind #vandematram #hindu #hinduism #modi #narendramodi #rahulgandhi #bjp #congress #newsindia",34,0,,,True,95,"The text describes a terrorist urging violence against India and advocating for its conversion to Islam, explicitly promoting hostility against India and its people."
1683011262,urs_naama,https://www.instagram.com/urs_naama/,https://www.instagram.com/p/Cru1d9orjWG/,"Gazwa E Hind
Jung E Badr E Vilayet",95,0,,,True,85,"The text uses phrases associated with violent conflict, specifically referencing 'Gazwa E Hind' (a prophecy about a final battle in India) and 'Jung E Badr E Vilayet' (a reference to the Battle of Badr, which has been used to inspire violent action). This implies support for armed conflict and hostility towards India."
1565052633,hata756,https://www.instagram.com/hata756/,https://www.instagram.com/p/B0zZPSXJLjq/,"#kashmirhogaazad #kashmirbleeds 
#gazwaehind 
#timetoconquer",11,0,,,True,80,The hashtags '#kashmirhogaazad' (Kashmir will be freed) and '#gazwaehind' (a reference to a predicted Islamic conquest of India) coupled with '#timetoconquer' explicitly promotes separatist sentiments and hostility towards India's sovereignty and possibly incites violence.
1582757166,al_jihad_fi_sabil_allah,https://www.instagram.com/al_jihad_fi_sabil_allah/,https://www.instagram.com/p/B9DB4jlHHrD/,"🗻MUSLIMS IN DELHI LYNCHED, STONED AND KILLED🗻
.
.
*Warning, contains upsetting scenes*
.
Almost 200 million #Muslims have effectively been stripped of citizenship and are viewed as public enemy number 1, according to the #Hindu Nationalist Party BJP.
.
Over the past few weeks, Muslims across #India have been beaten, tortured, forced to drink cow urine, forced to glorify Hindu Gods, stoned, beaten and killed.
.
And what has been the response of the Muslim governments are their armies? Silence. In fact, they actually awarded Hindu Leader #Modi with a medal of honour.
.
Such is the situation of the Muslim Ummah. Brainwashed in the West and beaten in the East. The only solution to Hindu aggression is a state led #Jihad, to liberate the oppressed from the oppressors, with the backing of a fully fledged Islamic Political Entity. We ask #Allah SWT to hasten it's return.
.
For those who say videos of this nature should not be posted, it is our duty as Muslims to make aware the true reality our brothers and sisters are going through.
.
HasbunAllahu wa ni'mal wakeel. ""Sufficient is Allah for us, and he is the best disposer of affairs."" #hindutava #hindu_terrorism #hindu_terrorists #hindu_terrorism_against_muslim #gazwaehind #muslims #quran #mosque #islam
#india #pakistan #delhi #freekashmir #al_jihad_fi_sabil_allah #allah #allahhuakbar #jihad
#hinduterorist #terorist",18,0,28.631747,77.219672,True,90,"The text explicitly calls for a state-led Jihad and an Islamic political entity to liberate Muslims in India, which constitutes a call for armed revolt and violence against India and its people. The hashtags such as #gazwaehind and #al_jihad_fi_sabil_allah also support violent conflict against India."
1562731592,urs_naama,https://www.instagram.com/urs_naama/,https://www.instagram.com/p/BzuONGuJQE3/,"Maida e Jung e Badr e vilayat Gazwa e Hind
.
Khambel Sarif, Gujarat",63,2,,,True,85,"The text uses terminology associated with Islamic extremist ideology. 'Gazwa e Hind' refers to a prophecy of a final battle in India and is often used to incite violence. The inclusion of 'Maida e Jung e Badr' (the battlefield of Badr) further amplifies this, associating the context with a historical battle used as a model of victory for early Muslims. This combination explicitly invokes and promotes violence and hostility against India, thus making it anti-India."
1556545339,1independentpak,https://www.instagram.com/1independentpak/,https://www.instagram.com/p/Bw123TyA-aq/,"#PakistanArmy
#pakistan
#lahore #instagood #karachi #islamabad  #dawndotcom #instadaily #etribune  #beautiful  #punjab  #picturepakistan #followme #ig_pakistan #urdu
#gazwa-e-hind
#khilafah
#khilafah4pakistan 
#pakArmy
#PakArmyLiberateKashmir 
#KashmirBaneGaPakistan 
#kashmir 
#ramadan 
#ramadan2019 
#moonsighting 
#muslim 
#ummah 
#quran 
#islam",13,0,,,True,60,The hashtags #PakArmyLiberateKashmir and #KashmirBaneGaPakistan directly express support for a separatist movement and aim to undermine India's territorial integrity by advocating for Kashmir's secession to Pakistan. The usage of #gazwa-e-hind can be interpreted as an endorsement of violent conflict against India.
1593014813,pak.fauj,https://www.instagram.com/pak.fauj/,https://www.instagram.com/p/CB0uz2fnGC3/,"🇵🇰 Hum Baap Hain Tumhary #endians Wait For Gazwa-e-Hind
.
.
.
🇵🇰 PAKISTAN ZINDABAD 🇵🇰
🇵🇰 ISI ZINDABAD 🇵🇰
🇵🇰 PAK FAUJ ZINDABAD 🇵🇰
🇵🇰 PAF 2nd To None 🇵🇰
❤❤❤❤❤❤❤❤ نعرہ تکبیر ❤❤❤❤❤❤❤
❤❤❤❤❤❤❤❤ اللّٰهُ اَکبر ❤❤❤❤❤❤❤❤
🇵🇰 SSG ZINDABAD 🇵🇰
🇵🇰 PAK NAVY ZINDABAD 🇵🇰
.
.
.
🇵🇰👉 @pak.fauj .
.
.
❤  A L S O  F O L L O W ❤
@pak.fauj
@_mighty_wings
@airforce.lover @air_forcians @pakarmy.warriors @pakfaujisbest_ @acepakistan @isi_pakistan12 @pakistanarmy.warriors .
.
#pakistanzindabad🇵🇰 #pakfaujzindabad🇵🇰 #paf2ndtonone🇵🇰 #27feb #retaliation #gazwaehind #pakistanforever #pakfaujisbest #defenderofmotherland #pakarmy🇵🇰 #paf  #fauji #longlivepakistan #ssg #allahhuakbar #isi #islamiccountry #pakistan🇵🇰 #pakwatan #commando #pakheroes #Markhor #pakfauj #pakistanzindabad💚💚💚 #instapakistan #instadaily #pakarmy🇵🇰 #pakistanarmyzindabad .
.
.
 #IndiaToEndia #indiaalwayslie",180,0,,,True,85,"The text explicitly references 'Gazwa-e-Hind', a term associated with a religiously motivated war against India, thus promoting hostility and potential violence. The numerous expressions of support for Pakistani military and intelligence agencies further escalate the threat. The hashtag '#IndiaToEndia' directly expresses hostile intent."
1571511641,sbsyphelypakistan,https://www.instagram.com/sbsyphelypakistan/,https://www.instagram.com/p/B3z4oXLBhOU/,#pakistan #kashmirsolidarityday #pakistanarmyzindabad #pakistanairforce #pakistannavy #kashmirhamarahai #KashmirBleeds #istandwithkashmir #kashmiri #kashmirunderthreat #kashmirundersiege #goindiagoback #gazwaehind #kashmirazadhoga #meinkashmirhun,111,0,,,True,65,The hashtags 'goindiagoback' and 'kashmirazadhoga' explicitly express hostility towards India's sovereignty over Kashmir. The hashtag 'gazwaehind' implies a violent conflict. These elements collectively indicate anti-India sentiment.
